,DateReopened,DateClosed,Property,PropertyType,Status,Jurisdiction,Article
1052,18 May 2020,18 Mar 2020,Bebo's Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1053,18 May 2020,17 Mar 2020,Belle of Baton Rouge Casino,Commercial Casino,Open,Louisiana,Three Baton Rouge casinos to reopen on Monday
1054,18 May 2020,17 Mar 2020,Betcha Bingo,Bingo Hall,Open,Texas,Betcha Bingo reopens
1055,18 May 2020,18 Mar 2020,Big Wheels Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1056,18 May 2020,17 Mar 2020,Bingo Paradise,Bingo Hall,Open,Florida,Bingo Paradise reopens
1057,18 May 2020,18 Mar 2020,Black Gold Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1058,18 May 2020,16 Mar 2020,Boomtown Casino - New Orleans,Commercial Casino,Open,Louisiana,"Boomtown Casino in New Orleans to reopen on Monday
         



          Penn National Gaming to reopen Mississippi properties on 21 May"
1059,18 May 2020,16 Mar 2020,Boomtown Casino & Hotel Bossier City,Commercial Casino,Open,Louisiana,Penn National Gaming to reopen Mississippi properties on 21 May
1060,18 May 2020,18 Mar 2020,Boutte-Luling Fair Grounds OTB,Off-Track Betting Facility,Open,Louisiana,Churchill Downs begins to open 12 off-track betting and casino properties
1061,18 May 2020,18 Mar 2020,Cajun Country Casino Travel Plaza,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1062,18 May 2020,14 Mar 2020,Canal Bingo,Bingo Hall,Open,Louisiana,Casinos in Louisiana begin reopening today
1063,18 May 2020,18 Mar 2020,Carnival Club Casino and Sports Bar,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1064,18 May 2020,18 Mar 2020,Cash Magic Amite,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1065,18 May 2020,18 Mar 2020,Cash Magic Bayou Vista,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1066,18 May 2020,18 Mar 2020,Cash Magic Breaux Bridge,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1067,18 May 2020,18 Mar 2020,Cash Magic Broussard North,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1068,18 May 2020,18 Mar 2020,Cash Magic Broussard South,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1069,18 May 2020,18 Mar 2020,Cash Magic Eunice,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1070,18 May 2020,18 Mar 2020,Cash Magic Forest Gold,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1071,18 May 2020,18 Mar 2020,Cash Magic Houma,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1072,18 May 2020,18 Mar 2020,Cash Magic Lake Charles,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1073,18 May 2020,18 Mar 2020,Cash Magic Larose,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1074,18 May 2020,18 Mar 2020,Cash Magic Lucky Magnolia,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1075,18 May 2020,18 Mar 2020,Cash Magic Prospect Station,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1076,18 May 2020,18 Mar 2020,Cash Magic Raceland,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1077,18 May 2020,18 Mar 2020,Cash Magic Shreveport,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1078,18 May 2020,18 Mar 2020,Cash Magic Silver Fox,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1079,18 May 2020,18 Mar 2020,Cash Magic Springhill,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1080,18 May 2020,18 Mar 2020,Cash Magic St. Helena,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1081,18 May 2020,18 Mar 2020,Cash Magic Texas Pelican,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1082,18 May 2020,18 Mar 2020,Cash Magic Thibodaux,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1083,18 May 2020,18 Mar 2020,Cash Magic Vinton,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1084,18 May 2020,18 Mar 2020,Cash Magic Vivian,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1085,18 May 2020,18 Mar 2020,Cash Magic Westbank,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1086,18 May 2020,18 Mar 2020,Cash Magic Winner's Choice,Commercial Casino,Open,Louisiana,Cash Magic casinos in Louisiana reopen
1087,18 May 2020,18 Mar 2020,Cash's Truck Plaza,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1088,18 May 2020,18 Mar 2020,Chalmette Fair Grounds OTB,Off-Track Betting Facility,Open,Louisiana,Churchill Downs begins to open 12 off-track betting and casino properties
1089,18 May 2020,17 Mar 2020,Chewelah Casino,Indian Casino,Open,Washington,Two Spokane Tribe casinos to reopen
1090,18 May 2020,18 Mar 2020,Covington Fair Grounds OTB,Off-Track Betting Facility,Open,Louisiana,Churchill Downs begins to open 12 off-track betting and casino properties
1091,18 May 2020,18 Mar 2020,Crescent City Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1092,18 May 2020,18 Mar 2020,Crowley Truck Stop Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1093,18 May 2020,21 Mar 2020,Daytime Bingo,Bingo Hall,Open,Texas,Daytime Bingo has reopened
1094,18 May 2020,18 Mar 2020,Diamond Jim's Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1095,18 May 2020,18 Mar 2020,Diamond Jubilee Truck Stop & Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1096,18 May 2020,18 Mar 2020,Dixie Inn Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1097,18 May 2020,18 Mar 2020,Eagles Truck Stop,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1098,18 May 2020,17 Mar 2020,Eldorado Resort Casino - Shreveport,Commercial Casino,Open,Louisiana,Eldorado Resort Casino Shreveport will reopen tomorrow
1099,18 May 2020,18 Mar 2020,Elmwood Fair Grounds OTB Casino,Off-Track Betting Facility,Open,Louisiana,Churchill Downs begins to open 12 off-track betting and casino properties
1100,18 May 2020,18 Mar 2020,Elsie's Auto and Truck Plaza,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1101,18 May 2020,18 Mar 2020,Emerald Palace Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1102,18 May 2020,17 Mar 2020,Emerald Queen Hotel & Casino,Indian Casino,Open,Washington,Emerald Queen Hotel and Casino to reopen on Monday
1103,18 May 2020,18 Mar 2020,Eunice Truckstop & Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1104,18 May 2020,18 Mar 2020,Fat Tuesday's Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1105,18 May 2020,18 Mar 2020,Flashback Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1106,18 May 2020,18 Mar 2020,Fred's Travel Center Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1107,18 May 2020,18 Mar 2020,Frog City Travel Plaza and Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1108,18 May 2020,18 Mar 2020,Galliano Truck Plaza and Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1109,18 May 2020,18 Mar 2020,Gator Gold Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1110,18 May 2020,18 Mar 2020,Gator Gold Truck Stop Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1111,18 May 2020,18 Mar 2020,Gator's Den - Port Allen,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1112,18 May 2020,18 Mar 2020,Gillis Truck Stop and Buddy's Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1113,18 May 2020,18 Mar 2020,Go Bears Truck Stop,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1114,18 May 2020,18 Mar 2020,Gold Mine Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1115,18 May 2020,18 Mar 2020,Gold Rush Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1116,18 May 2020,17 Mar 2020,Golden Nugget - Lake Charles,Commercial Casino,Open,Louisiana,Golden Nugget Lake Charles to reopen on Friday
1117,18 May 2020,18 Mar 2020,Grand Bayou Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1118,18 May 2020,18 Mar 2020,Grand Point Grand Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1119,18 May 2020,18 Mar 2020,Gretna Fair Grounds OTB Casino,Off-Track Betting Facility,Open,Louisiana,Churchill Downs begins to open 12 off-track betting and casino properties
1120,18 May 2020,18 Mar 2020,Harrah's Cherokee Casino Resort,Indian Casino,Open,North Carolina,Harrah's Cherokee Casinos to begin phased reopening
1121,18 May 2020,18 Mar 2020,Harrah's Cherokee Valley River Casino & Hotel,Indian Casino,Open,North Carolina,Harrah's Cherokee Casinos to begin phased reopening
1122,18 May 2020,17 Mar 2020,Harrah's Louisiana Downs,Horse Track Racino,Open,Louisiana,Horseshoe Bossier City and Harrah's Louisiana Downs to reopen Monday
1123,18 May 2020,18 Mar 2020,High Rollers Casino and Niftie Fifties Cafe,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1124,18 May 2020,17 Mar 2020,Hollywood Casino - Baton Rouge,Commercial Casino,Open,Louisiana,Three Baton Rouge casinos to reopen on Monday
1125,18 May 2020,18 Mar 2020,Hollywood Plaza Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1126,18 May 2020,17 Mar 2020,Horseshoe Casino & Hotel - Bossier City,Commercial Casino,Open,Louisiana,Horseshoe Bossier City and Harrah's Louisiana Downs to reopen Monday
1127,18 May 2020,18 Mar 2020,Houma Fair Grounds OTB Casino,Off-Track Betting Facility,Open,Louisiana,Churchill Downs begins to open 12 off-track betting and casino properties
1128,18 May 2020,17 Mar 2020,Isle of Capri Casino Hotel - Lake Charles,Commercial Casino,Open,Louisiana,Isle of Capri Casino Hotel in Lake Charles to reopen 18 May
1129,18 May 2020,18 Mar 2020,Jackpot Junction Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1130,18 May 2020,20 Mar 2020,Jamul Casino,Indian Casino,Open,California,Jamul Casino to begin phased reopening
1131,18 May 2020,18 Mar 2020,Jennings Truck Stop Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1132,18 May 2020,18 Mar 2020,Jester's Junction Casino & Truck Stop,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1133,18 May 2020,18 Mar 2020,Jubilee Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1134,18 May 2020,18 Mar 2020,Jubilee Truck Stop Casino - Schriever,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1135,18 May 2020,18 Mar 2020,Jungle Casino and Congo Lounge,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1136,18 May 2020,18 Mar 2020,Kenner Airport Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1137,18 May 2020,18 Mar 2020,Kenner Fair Grounds OTB Casino,Off-Track Betting Facility,Open,Louisiana,Churchill Downs begins to open 12 off-track betting and casino properties
1138,18 May 2020,18 Mar 2020,King's Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1139,18 May 2020,18 Mar 2020,LA 1 South Truck Plaza & Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1140,18 May 2020,18 Mar 2020,LA Express #11,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1141,18 May 2020,18 Mar 2020,Landry's Auto Truck Stop,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1142,18 May 2020,18 Mar 2020,LaPlace Fair Grounds OTB Casino,Off-Track Betting Facility,Open,Louisiana,Churchill Downs begins to open 12 off-track betting and casino properties
1143,18 May 2020,16 Mar 2020,L'Auberge Casino Hotel Baton Rouge,Commercial Casino,Open,Louisiana,"Penn National Gaming to reopen Mississippi properties on 21 May
         



          Three Baton Rouge casinos to reopen on Monday"
1144,18 May 2020,17 Mar 2020,L'Auberge Casino Resort Lake Charles,Commercial Casino,Open,Louisiana,"L'Auberge Casino Resort Lake Charles will reopen on Monday
         



          Penn National Gaming to reopen Mississippi properties on 21 May"
1145,18 May 2020,17 Mar 2020,Little Creek Casino Resort,Indian Casino,Open,Washington,Little Creek Casino Resort announces it will reopen 18 May
1146,18 May 2020,18 Mar 2020,LJ's Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1147,18 May 2020,18 Mar 2020,Logansport Truck Stop and Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1148,18 May 2020,18 Mar 2020,Longwood Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1149,18 May 2020,18 Mar 2020,Lott's O' Luck - Coushatta,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1150,18 May 2020,18 Mar 2020,Love's Casino 237,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1151,18 May 2020,18 Mar 2020,Love's Casino 362,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1152,18 May 2020,18 Mar 2020,Love's Travel Stop 209,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1153,18 May 2020,18 Mar 2020,Love's Travel Stop 289,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1154,18 May 2020,18 Mar 2020,Lucky Deuces Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1155,18 May 2020,18 Mar 2020,Lucky Dollar Casino - Broussard,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1156,18 May 2020,18 Mar 2020,Lucky Dollar Casino - Port Allen,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1157,18 May 2020,18 Mar 2020,Lucky Longhorn Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1158,18 May 2020,18 Mar 2020,Lucky Louie's Truck Stop,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1159,18 May 2020,18 Mar 2020,Lucky Rose Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1160,18 May 2020,18 Mar 2020,Lucky Sam's Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1161,18 May 2020,18 Mar 2020,Lucky Star Casino - St. James,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1162,18 May 2020,18 Mar 2020,Lucky Star Casino - Thibodaux,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1163,18 May 2020,18 Mar 2020,Mansfield Travel Plaza & Goldmine Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1164,18 May 2020,16 Mar 2020,Margaritaville Resort Casino Bossier City,Commercial Casino,Open,Louisiana,"Margaritaville Resort Casino Bossier City opening its doors again Monday
         



          Penn National Gaming to reopen Mississippi properties on 21 May"
1165,18 May 2020,18 Mar 2020,Marty J's Bayou Station,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1166,18 May 2020,18 Mar 2020,Metairie Fair Grounds OTB Casino,Off-Track Betting Facility,Open,Louisiana,Churchill Downs begins to open 12 off-track betting and casino properties
1167,18 May 2020,18 Mar 2020,Mid-River Truck Stop,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1168,18 May 2020,18 Mar 2020,Minden Truck Stop Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1169,18 May 2020,17 Mar 2020,Miracle Mile Bingo,Bingo Hall,Open,Texas,Miracle Mile Bingo reopens
1170,18 May 2020,18 Mar 2020,Miss Mamie's Casino - Duson,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1171,18 May 2020,18 Mar 2020,Miss Mamie's Casino - Henderson,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1172,18 May 2020,18 Mar 2020,Miss Mamie's Casino - Rayne,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1173,18 May 2020,18 Mar 2020,Moni Carlo Fuel Stop and Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1174,18 May 2020,17 Mar 2020,Mr. Bingo - Marianna,Bingo Hall,Open,Florida,Mr. Bingo - Marianna reopens
1175,18 May 2020,18 Mar 2020,Nino's Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1176,18 May 2020,17 Mar 2020,Nisqually Red Wind Casino,Indian Casino,Open,Washington,Nisqually Red Wind Casino will reopen on Monday
1177,18 May 2020,16 Mar 2020,Oaklawn Racing Casino Resort,Horse Track Racino,Open,Arkansas,Oaklawn to reopen casino
1178,18 May 2020,18 Mar 2020,Pablo's Cantinasino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1179,18 May 2020,18 Mar 2020,Palace Truck Stop & Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1180,18 May 2020,18 Mar 2020,Paradise Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1181,18 May 2020,18 Mar 2020,Pelican Truck Plaza,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1182,18 May 2020,18 Mar 2020,Peto's I-10 Travel Center and Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1183,18 May 2020,18 Mar 2020,Pilot Travel Center Casino #1051,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1184,18 May 2020,18 Mar 2020,Pilot Travel Center Casino #665,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1185,18 May 2020,18 Mar 2020,Pilot Travel Center Casino #82,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1186,18 May 2020,18 Mar 2020,Plantation Truck Plaza and Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1187,18 May 2020,18 Mar 2020,Players Paradise Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1188,18 May 2020,18 Mar 2020,Poker Palace Casino,Commercial Casino,Open,Louisiana,Poker Palace Casino reopens
1189,18 May 2020,18 Mar 2020,Prairie's Edge Casino Resort,Indian Casino,Open,Minnesota,Prairie's Edge Casino Resort to reopen on 18 May
1190,18 May 2020,18 Mar 2020,Prairie's Edge Convenience Store,Indian Casino,Open,Minnesota,
1191,18 May 2020,18 Mar 2020,Races and Aces - Henderson,Off-Track Betting Facility,Open,Louisiana,Casinos in Louisiana begin reopening today
1192,18 May 2020,18 Mar 2020,Rice Palace Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1193,18 May 2020,18 Mar 2020,River Parish Truck Stop Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1194,18 May 2020,18 Mar 2020,River's Palace Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1195,18 May 2020,18 Mar 2020,Royal Palace Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1196,18 May 2020,18 Mar 2020,Silver's Travel Center Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1197,18 May 2020,18 Mar 2020,Silver's Travel Plaza & Casino - Port Allen,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1198,18 May 2020,17 Mar 2020,Southland Casino and Racing,Dog Track Racino,Open,Arkansas,Southland Casino and Racing updates its reopening status
1199,18 May 2020,18 Mar 2020,Spanish Lake Casino and Travel Center,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1200,18 May 2020,18 Mar 2020,Square Deal Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1201,18 May 2020,18 Mar 2020,St. Martin Truck and Casino Plaza,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1202,18 May 2020,18 Mar 2020,St. Rose Travel Center Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1203,18 May 2020,18 Mar 2020,Stark's Silver Dollar,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1204,18 May 2020,18 Mar 2020,Sunshine Casino and Truck Plaza,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1205,18 May 2020,17 Mar 2020,Suquamish Clearwater Casino Resort,Indian Casino,Open,Washington,Suquamish Clearwater Casino Resort will reopen on Monday
1206,18 May 2020,18 Mar 2020,Tall Timbers Truck Stop and Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1207,18 May 2020,18 Mar 2020,Terre Haute Gold Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1208,18 May 2020,18 Mar 2020,Terrebonne Truck Stop and Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1209,18 May 2020,18 Mar 2020,The Big Deal Truck Stop Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1210,18 May 2020,18 Mar 2020,The Big Easy Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1211,18 May 2020,19 Mar 2020,The Mill Casino Hotel,Indian Casino,Open,Oregon,The Mill Casino Hotel to reopen on Monday
1212,18 May 2020,18 Mar 2020,The Palms Casino and Truck Stop,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1213,18 May 2020,18 Mar 2020,The Quarters Travel Plaza & Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1214,18 May 2020,18 Mar 2020,Thibodaux Fair Grounds OTB Casino,Off-Track Betting Facility,Open,Louisiana,Churchill Downs begins to open 12 off-track betting and casino properties
1215,18 May 2020,20 Mar 2020,Viejas Casino & Resort,Indian Casino,Open,California,"Two Southern California casinos begin reopening
         



          Viejas Casino and Resort announces 18  May reopening date"
1216,18 May 2020,18 Mar 2020,Wagin' Cajun Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1217,18 May 2020,18 Mar 2020,West Monroe Charity Bingo,Bingo Hall,Open,Louisiana,Casinos in Louisiana begin reopening today
1218,18 May 2020,18 Mar 2020,Westwego Fair Grounds OTB Casino,Off-Track Betting Facility,Open,Louisiana,Churchill Downs begins to open 12 off-track betting and casino properties
1219,18 May 2020,18 Mar 2020,Whispering Pines Plaza and Casino,Commercial Casino,Open,Louisiana,Casinos in Louisiana begin reopening today
1220,17 May 2020,20 Mar 2020,Horse Palace - Cheyenne,Off-Track Betting Facility,Open,Wyoming,Horse Palace - Cheyenne reopens
1221,17 May 2020,22 Mar 2020,Miccosukee Resort & Gaming Center,Indian Casino,Open,Florida,Miami casino opens its doors today
1222,16 May 2020,1 Apr 2020,Bingo Glory,Bingo Hall,Open,Florida,
1223,16 May 2020,16 Mar 2020,Churchill Downs,Horse Track,Racing without Spectators,Kentucky,"Churchill Downs to reopen stables Monday, Spring meet to kick off Saturday"
1224,16 May 2020,21 Mar 2020,Island Resort & Casino,Indian Casino,Open,Michigan,Island Resort and Casino delays reopening date
1225,16 May 2020,22 Mar 2020,Kootenai River Inn and Casino,Indian Casino,Open,Idaho,Kootenai River Inn and Casino will open on Saturday
1226,16 May 2020,19 Mar 2020,Tucson Greyhound Park,Dog Track,Open,Arizona,Tucson Greyhound Park reopens on Saturday
1227,15 May 2020,20 Mar 2020,4 Bears Casino & Lodge,Indian Casino,Open,North Dakota,4 Bears Casino & Lodge reopens
1228,15 May 2020,18 Mar 2020,Arizona Charlie's Bingo Hall,Bingo Hall,Open,Texas,Arizona Charlie's Bingo Hall reopens
1229,15 May 2020,14 Mar 2020,Balch Springs Bingo,Bingo Hall,Open,Texas,Balch Springs Bingo is reopening
1230,15 May 2020,14 Mar 2020,Balch Springs Late Night Bingo,Bingo Hall,Open,Texas,Balch Springs Bingo is reopening
1231,15 May 2020,17 Mar 2020,Buffalo Run Casino & Resort,Indian Casino,Open,Oklahoma,Buffalo Run Casino to reopen on Friday
1232,15 May 2020,25 Mar 2020,Bullock Hotel & Casino,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1233,15 May 2020,17 Mar 2020,Cimarron Casino,Indian Casino,Open,Oklahoma,Three Oklahoma properties to reopen on 15 May
1234,15 May 2020,18 Mar 2020,Fort McDowell Casino,Indian Casino,Open,Arizona,Fort McDowell Casino reopens its doors today
1235,15 May 2020,20 Mar 2020,Golden Pony Casino,Indian Casino,Open,Oklahoma,Golden Pony Casino to reopen at midnight
1236,15 May 2020,19 Mar 2020,Harrah's Phoenix Ak-Chin Casino Resort,Indian Casino,Open,Arizona,Harrah's Phoenix Ak-Chin Casino Resort reopens
1237,15 May 2020,17 Mar 2020,Ioway Casino,Indian Casino,Open,Oklahoma,Three Oklahoma properties to reopen on 15 May
1238,15 May 2020,17 Mar 2020,Ioway Travel Plaza,Indian Casino,Open,Oklahoma,Three Oklahoma properties to reopen on 15 May
1239,15 May 2020,17 Mar 2020,Kanza Travel Plaza,Indian Casino,Open,Oklahoma,Three SouthWind Casinos announce reopening dates
1240,15 May 2020,18 Mar 2020,Lakeside Entertainment,Indian Casino,Open,New York,Lakeside Entertainment in New York reopens today
1241,15 May 2020,20 Mar 2020,Lucky Star Casino - Clinton,Indian Casino,Open,Oklahoma,Some Oklahoma casinos extend closures while others prepare to open this week
1242,15 May 2020,20 Mar 2020,Lucky Star Casino - Concho,Indian Casino,Open,Oklahoma,Some Oklahoma casinos extend closures while others prepare to open this week
1243,15 May 2020,20 Mar 2020,Lucky Star Casino - Hammon,Indian Casino,Open,Oklahoma,Some Oklahoma casinos extend closures while others prepare to open this week
1244,15 May 2020,20 Mar 2020,Lucky Star Travel Center Casino,Indian Casino,Open,Oklahoma,Some Oklahoma casinos extend closures while others prepare to open this week
1245,15 May 2020,15 Mar 2020,Northern Winz Hotel & Casino,Indian Casino,Open,Montana,Northern Winz Hotel & Casino reopens today
1246,15 May 2020,18 Mar 2020,Osage Casino - Bartlesville,Indian Casino,Open,Oklahoma,Osage casinos reopening on a limited basis
1247,15 May 2020,18 Mar 2020,Osage Casino - Hominy,Indian Casino,Open,Oklahoma,Osage casinos reopening on a limited basis
1248,15 May 2020,18 Mar 2020,Osage Casino - Pawhuska,Indian Casino,Open,Oklahoma,Osage casinos reopening on a limited basis
1249,15 May 2020,18 Mar 2020,Osage Casino - Sand Springs,Indian Casino,Open,Oklahoma,Osage casinos reopening on a limited basis
1250,15 May 2020,18 Mar 2020,Osage Casino Hotel - Skiatook,Indian Casino,Open,Oklahoma,Osage casinos reopening on a limited basis
1251,15 May 2020,18 Mar 2020,Osage Casino Hotel - Tulsa,Indian Casino,Open,Oklahoma,Osage casinos reopening on a limited basis
1252,15 May 2020,15 Mar 2020,Pembroke Hall Bingo,Bingo Hall,Open,Virginia,Pembroke Hall Bingo reopens
1253,15 May 2020,24 Mar 2020,Racetrack Bingo,Bingo Hall,Open,Florida,Racetrack Bingo reopens
